session,flight,cam,frame_number,click1_x,click1_y,click2_x,click2_y,centroid_x,centroid_y,diameter_px
2026_07_15_gym,flight_11,cam1,134,1439.0,809.0,1447.0,775.0,1443.0000,792.0000,34.9285
2026_07_15_gym,flight_12,cam0,123,1117.0,935.0,1135.0,901.0,1126.0000,918.0000,38.4708
2026_07_15_gym,flight_12,cam1,123,1269.0,948.0,1282.0,917.0,1275.5000,932.5000,33.6155
2026_07_15_gym,flight_13,cam0,104,,,,,,,
2026_07_15_gym,flight_13,cam1,103,,,,,,,
2026_07_15_gym,flight_14,cam0,132,1265.0,913.0,1284.0,875.0,1274.5000,894.0000,42.4853
2026_07_15_gym,flight_14,cam1,132,1408.0,918.0,1423.0,881.0,1415.5000,899.5000,39.9249
2026_07_15_gym,flight_15,cam0,104,1118.0,940.0,1157.0,937.0,1137.5000,938.5000,39.1152
2026_07_15_gym,flight_15,cam1,104,1291.0,964.0,1309.0,932.0,1300.0000,948.0000,36.7151
2026_07_15_gym,flight_17,cam0,109,1206.0,878.0,1235.0,876.0,1220.5000,877.0000,29.0689
2026_07_15_gym,flight_17,cam1,109,1335.0,897.0,1361.0,893.0,1348.0000,895.0000,26.3059
2026_07_15_gym,flight_19,cam0,101,1211.0,876.0,1239.0,874.0,1225.0000,875.0000,28.0713
2026_07_15_gym,flight_19,cam1,101,1339.0,894.0,1363.0,893.0,1351.0000,893.5000,24.0208
2026_07_15_gym,flight_20,cam0,139,1225.0,867.0,1254.0,864.0,1239.5000,865.5000,29.1548
2026_07_15_gym,flight_20,cam1,139,1362.0,897.0,1376.0,870.0,1369.0000,883.5000,30.4138
2026_07_15_gym,flight_21,cam0,104,1224.0,897.0,1241.0,865.0,1232.5000,881.0000,36.2353
2026_07_15_gym,flight_21,cam1,104,1360.0,908.0,1373.0,883.0,1366.5000,895.5000,28.1780
2026_07_15_gym,flight_22,cam0,92,1062.0,920.0,1094.0,917.0,1078.0000,918.5000,32.1403
2026_07_15_gym,flight_22,cam1,92,1214.0,940.0,1242.0,939.0,1228.0000,939.5000,28.0179
2026_07_15_gym,flight_23,cam0,102,1272.0,906.0,1309.0,901.0,1290.5000,903.5000,37.3363
2026_07_15_gym,flight_23,cam1,102,1424.0,917.0,1442.0,890.0,1433.0000,903.5000,32.4500
2026_07_15_gym,flight_24,cam0,121,1194.0,900.0,1227.0,898.0,1210.5000,899.0000,33.0606
2026_07_15_gym,flight_24,cam1,121,1347.0,921.0,1361.0,900.0,1354.0000,910.5000,25.2389
2026_07_15_gym,flight_25,cam0,95,1278.0,914.0,1296.0,881.0,1287.0000,897.5000,37.5899
2026_07_15_gym,flight_25,cam1,95,1411.0,923.0,1425.0,891.0,1418.0000,907.0000,34.9285
2026_07_15_gym,flight_26,cam0,96,1094.0,895.0,1124.0,893.0,1109.0000,894.0000,30.0666
2026_07_15_gym,flight_26,cam1,96,1238.0,917.0,1264.0,915.0,1251.0000,916.0000,26.0768
2026_07_15_gym,flight_27,cam0,84,1264.0,896.0,1281.0,862.0,1272.5000,879.0000,38.0132
2026_07_15_gym,flight_27,cam1,85,1394.0,907.0,1408.0,878.0,1401.0000,892.5000,32.2025
2026_07_15_gym,flight_28,cam0,103,1068.0,902.0,1098.0,897.0,1083.0000,899.5000,30.4138
2026_07_15_gym,flight_28,cam1,103,1216.0,927.0,1241.0,922.0,1228.5000,924.5000,25.4951
2026_07_15_gym,flight_29,cam0,95,1095.0,931.0,1133.0,924.0,1114.0000,927.5000,38.6394
2026_07_15_gym,flight_29,cam1,95,1270.0,959.0,1290.0,927.0,1280.0000,943.0000,37.7359
2026_07_15_gym,flight_31,cam0,91,1134.0,951.0,1177.0,944.0,1155.5000,947.5000,43.5660
2026_07_15_gym,flight_31,cam1,91,1311.0,973.0,1330.0,938.0,1320.5000,955.5000,39.8246
2026_07_15_gym,flight_33,cam0,109,1187.0,931.0,1204.0,899.0,1195.5000,915.0000,36.2353
2026_07_15_gym,flight_33,cam1,109,1333.0,944.0,1348.0,914.0,1340.5000,929.0000,33.5410
2026_07_15_gym,flight_36,cam0,106,1088.0,939.0,1127.0,936.0,1107.5000,937.5000,39.1152
2026_07_15_gym,flight_36,cam1,106,1264.0,968.0,1283.0,936.0,1273.5000,952.0000,37.2156
2026_07_15_gym,flight_38,cam0,77,897.0,956.0,938.0,955.0,917.5000,955.5000,41.0122
2026_07_15_gym,flight_38,cam1,77,1091.0,980.0,1128.0,979.0,1109.5000,979.5000,37.0135
2026_07_15_gym,flight_43,cam0,116,1052.0,934.0,1087.0,932.0,1069.5000,933.0000,35.0571
2026_07_15_gym,flight_43,cam1,116,1215.0,955.0,1245.0,954.0,1230.0000,954.5000,30.0167
2026_07_15_gym,flight_45,cam0,93,1052.0,921.0,1087.0,920.0,1069.5000,920.5000,35.0143
2026_07_15_gym,flight_45,cam1,93,1214.0,945.0,1245.0,943.0,1229.5000,944.0000,31.0644
2026_07_15_gym,flight_47,cam0,130,987.0,947.0,1024.0,945.0,1005.5000,946.0000,37.0540
2026_07_15_gym,flight_47,cam1,130,1163.0,971.0,1195.0,970.0,1179.0000,970.5000,32.0156
2026_07_15_gym,flight_48,cam0,121,1200.0,900.0,1235.0,899.0,1217.5000,899.5000,35.0143
2026_07_15_gym,flight_48,cam1,121,1347.0,917.0,1375.0,916.0,1361.0000,916.5000,28.0179
2026_07_15_gym,flight_49,cam0,146,872.0,937.0,907.0,935.0,889.5000,936.0000,35.0571
2026_07_15_gym,flight_49,cam1,146,1051.0,971.0,1083.0,971.0,1067.0000,971.0000,32.0000
2026_07_15_gym,flight_50,cam0,105,852.0,976.0,894.0,976.0,873.0000,976.0000,42.0000
2026_07_15_gym,flight_50,cam1,105,1052.0,1004.0,1088.0,1005.0,1070.0000,1004.5000,36.0139
2026_07_15_gym,flight_52,cam0,61,1144.0,919.0,1164.0,889.0,1154.0000,904.0000,36.0555
2026_07_15_gym,flight_52,cam1,62,1291.0,939.0,1308.0,912.0,1299.5000,925.5000,31.9061
2026_07_15_gym,flight_53,cam0,68,1166.0,932.0,1184.0,900.0,1175.0000,916.0000,36.7151
2026_07_15_gym,flight_53,cam1,69,1320.0,944.0,1339.0,917.0,1329.5000,930.5000,33.0151
2026_07_15_gym,flight_54,cam0,67,1107.0,947.0,1148.0,943.0,1127.5000,945.0000,41.1947
2026_07_15_gym,flight_54,cam1,67,1283.0,959.0,1318.0,956.0,1300.5000,957.5000,35.1283
2026_07_15_gym,flight_55,cam0,56,915.0,971.0,956.0,965.0,935.5000,968.0000,41.4367
2026_07_15_gym,flight_55,cam1,56,1113.0,994.0,1150.0,991.0,1131.5000,992.5000,37.1214
2026_07_15_gym,flight_56,cam0,108,1154.0,902.0,1186.0,900.0,1170.0000,901.0000,32.0624
2026_07_15_gym,flight_56,cam1,108,1298.0,925.0,1325.0,924.0,1311.5000,924.5000,27.0185
2026_07_15_gym,flight_57,cam0,48,963.0,983.0,1011.0,978.0,987.0000,980.5000,48.2597
2026_07_15_gym,flight_57,cam1,48,1191.0,1018.0,1213.0,980.0,1202.0000,999.0000,43.9090
2026_07_15_gym,flight_58,cam0,34,677.0,1003.0,726.0,1007.0,701.5000,1005.0000,49.1630
2026_07_15_gym,flight_58,cam1,34,919.0,1048.0,965.0,1046.0,942.0000,1047.0000,46.0435
2026_07_15_gym,flight_59,cam0,40,612.0,988.0,655.0,992.0,633.5000,990.0000,43.1856
2026_07_15_gym,flight_59,cam1,40,840.0,1039.0,883.0,1039.0,861.5000,1039.0000,43.0000
2026_07_15_gym,flight_60,cam0,91,1144.0,928.0,1158.0,896.0,1151.0000,912.0000,34.9285
2026_07_15_gym,flight_60,cam1,91,1294.0,947.0,1305.0,920.0,1299.5000,933.5000,29.1548
